Contig id	Gene symbol	Start	Stop	Strand	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	Strain	Plasmid	BioSample	Organism	Size
NZ_CP101785.1	rmtB1	14515	15267	+	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	hvKP841	 unnamed1	GCF_024496185.1	Klebsiella pneumoniae	134
NZ_CP101785.1	blaSHV-12	43633	44490	-	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	286	286	100.0	100.0	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	hvKP841	 unnamed1	GCF_024496185.1	Klebsiella pneumoniae	134
NZ_CP101785.1	blaKPC-2	52481	53359	-	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.0	100.0	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	hvKP841	 unnamed1	GCF_024496185.1	Klebsiella pneumoniae	134
NZ_CP101788.1	qnrS1	57171	57824	-	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	hvKP841	 unnamed4	GCF_024496185.1	Klebsiella pneumoniae	85
NZ_CP101788.1	blaLAP-2	59424	60278	-	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.0	100.0	285	WP_012477595.1	class A beta-lactamase LAP-2	hvKP841	 unnamed4	GCF_024496185.1	Klebsiella pneumoniae	85
NZ_CP101788.1	tet(A)	64657	65853	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	hvKP841	 unnamed4	GCF_024496185.1	Klebsiella pneumoniae	85
NZ_CP101788.1	sul2	71353	72165	-	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	hvKP841	 unnamed4	GCF_024496185.1	Klebsiella pneumoniae	85
NZ_CP101788.1	dfrA14	76708	77178	-	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	hvKP841	 unnamed4	GCF_024496185.1	Klebsiella pneumoniae	85
NZ_CP101795.1	blaCTX-M-15	3457	4329	+	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	hvKP859	 unnamed5	GCF_024496205.1	Klebsiella pneumoniae	96
NZ_CP101795.1	blaTEM-1	5117	5974	-	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	hvKP859	 unnamed5	GCF_024496205.1	Klebsiella pneumoniae	96
NZ_CP101859.1	blaCTX-M-65	5662	6534	+	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	LP50-1	 pLP50-1-101kb	GCF_024499265.1	Escherichia coli	102
NZ_CP101859.1	tet(A)	66382	67578	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	LP50-1	 pLP50-1-101kb	GCF_024499265.1	Escherichia coli	102
NZ_CP101859.1	aac(3)-IId	73293	74150	-	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	LP50-1	 pLP50-1-101kb	GCF_024499265.1	Escherichia coli	102
NZ_CP101859.1	dfrA17	96050	96520	+	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17	LP50-1	 pLP50-1-101kb	GCF_024499265.1	Escherichia coli	102
NZ_CP101859.1	aadA5	96654	97439	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	262	262	100.0	100.0	262	WP_000503573.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5	LP50-1	 pLP50-1-101kb	GCF_024499265.1	Escherichia coli	102
NZ_CP101861.1	mcr-1.1	12943	14565	+	phosphoethanolamine--lipid A transferase MCR-1.1	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	541	541	100.0	100.0	541	WP_049589868.1	phosphoethanolamine--lipid A transferase MCR-1.1	LP50-1	 pLP50-1-MCR1	GCF_024499265.1	Escherichia coli	33
NZ_CP101867.1	mef(B)	8274	9500	-	macrolide efflux MFS transporter Mef(B)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	409	409	100.0	100.0	409	WP_032492336.1	macrolide efflux MFS transporter Mef(B)	LP5-1	 pLP5-1-106kb	GCF_024499245.1	Escherichia coli	107
NZ_CP101867.1	aph(3')-Ia	10700	11512	+	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia	LP5-1	 pLP5-1-106kb	GCF_024499245.1	Escherichia coli	107
NZ_CP101868.1	ble	5672	6034	-	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.0	100.0	121	WP_004201167.1	bleomycin binding protein Ble-MBL	LP5-1	 pLP5-1-NDM-47kb	GCF_024499245.1	Escherichia coli	48
NZ_CP101868.1	blaNDM-5	6041	6850	-	subclass B1 metallo-beta-lactamase NDM-5	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.0	100.0	270	WP_023408309.1	subclass B1 metallo-beta-lactamase NDM-5	LP5-1	 pLP5-1-NDM-47kb	GCF_024499245.1	Escherichia coli	48
NZ_CP101869.1	tet(A)	10832	12028	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.75	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	LP5-1	 pLP5-1-37kb	GCF_024499245.1	Escherichia coli	38
NZ_CP101869.1	dfrA12	18533	19027	+	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.0	100.0	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	LP5-1	 pLP5-1-37kb	GCF_024499245.1	Escherichia coli	38
NZ_CP101869.1	aadA2	19438	20226	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	LP5-1	 pLP5-1-37kb	GCF_024499245.1	Escherichia coli	38
NZ_CP101869.1	cmlA1	20491	21747	+	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.0	100.0	419	WP_000095725.1	chloramphenicol efflux MFS transporter CmlA1	LP5-1	 pLP5-1-37kb	GCF_024499245.1	Escherichia coli	38
NZ_CP101869.1	aadA1	21843	22631	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	LP5-1	 pLP5-1-37kb	GCF_024499245.1	Escherichia coli	38
NZ_CP101869.1	qacL	22804	23133	+	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	110	110	100.0	100.0	110	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	LP5-1	 pLP5-1-37kb	GCF_024499245.1	Escherichia coli	38
NZ_CP101869.1	sul3	24319	25107	-	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	263	263	100.0	100.0	263	WP_000034420.1	sulfonamide-resistant dihydropteroate synthase Sul3	LP5-1	 pLP5-1-37kb	GCF_024499245.1	Escherichia coli	38
NZ_CP101878.1	tet(B)	9524	10726	-	tetracycline efflux MFS transporter Tet(B)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	401	401	100.0	100.0	401	WP_001089068.1	tetracycline efflux MFS transporter Tet(B)	KPA1	 p1	GCF_024505665.1	Klebsiella pneumoniae	111
NZ_CP101878.1	dfrA12	19780	20274	+	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.0	100.0	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	KPA1	 p1	GCF_024505665.1	Klebsiella pneumoniae	111
NZ_CP101878.1	aadA2	20685	21473	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	KPA1	 p1	GCF_024505665.1	Klebsiella pneumoniae	111
NZ_CP101878.1	qacEdelta1	21640	21984	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	KPA1	 p1	GCF_024505665.1	Klebsiella pneumoniae	111
NZ_CP101878.1	sul1	21981	22817	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	KPA1	 p1	GCF_024505665.1	Klebsiella pneumoniae	111
NZ_CP101880.1	blaOXA-48	6996	7790	+	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	265	265	100.0	100.0	265	WP_015059991.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	KPA1	 p3	GCF_024505665.1	Klebsiella pneumoniae	69
NZ_CP101881.1	blaOXA-232	4410	5204	+	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-232	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	265	265	100.0	100.0	265	WP_043907054.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-232	KPA1	 p4	GCF_024505665.1	Klebsiella pneumoniae	6
NZ_CP101916.1	blaTEM-176	39032	39889	+	class A beta-lactamase TEM-176	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_038976851.1	class A beta-lactamase TEM-176	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	aph(3')-Ia	64962	65774	+	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018321.1	aminoglycoside O-phosphotransferase APH(3')-Ia	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	aadA1	76741	77529	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	qacL	77702	78031	+	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	110	110	100.0	100.0	110	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	sul3	79217	80005	-	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	263	263	100.0	100.0	263	WP_000034420.1	sulfonamide-resistant dihydropteroate synthase Sul3	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	lnu(F)	88199	89017	-	lincosamide nucleotidyltransferase Lnu(F)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	273	273	100.0	100.0	273	WP_000939727.1	lincosamide nucleotidyltransferase Lnu(F)	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	aadA2	89152	89940	-	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	263	263	100.0	99.24	263	WP_071846198.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	aac(3)-IId	95758	96615	+	aminoglycoside N-acetyltransferase AAC(3)-IId	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.0	100.0	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	fosA8	100407	100829	-	FosA8 family fosfomycin resistance glutathione transferase	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	BLASTX	141	141	100.0	99.29	141	WP_063277905.1	fosfomycin resistance glutathione transferase FosA8	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101916.1	tet(A)	124013	125209	+	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	Evo1	 pEcFELIX705.1	GCF_024508055.1	Escherichia coli	129
NZ_CP101923.1	blaCTX-M-15	25611	26483	+	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	7	 pEcFELIX526.1	GCF_024507875.1	Escherichia coli	112
NZ_CP102062.1	blaTEM-30	53804	54661	-	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-30	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.0	100.0	286	WP_021561477.1	inhibitor-resistant broad-spectrum class A beta-lactamase TEM-30	C31	 pMDR31	GCF_024579775.1	Escherichia coli	153
NZ_CP102062.1	blaCTX-M-15	57483	58355	+	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	C31	 pMDR31	GCF_024579775.1	Escherichia coli	153
NZ_CP102062.1	tet(A)	68942	70138	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	C31	 pMDR31	GCF_024579775.1	Escherichia coli	153
NZ_CP102062.1	dfrA7	74667	75137	+	trimethoprim-resistant dihydrofolate reductase DfrA7	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000703418.1	trimethoprim-resistant dihydrofolate reductase DfrA7	C31	 pMDR31	GCF_024579775.1	Escherichia coli	153
NZ_CP102062.1	qacEdelta1	75370	75714	+	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	C31	 pMDR31	GCF_024579775.1	Escherichia coli	153
NZ_CP102062.1	sul1	75711	76547	+	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	C31	 pMDR31	GCF_024579775.1	Escherichia coli	153
NZ_CP102063.1	ble	22765	23127	-	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.0	100.0	121	WP_004201167.1	bleomycin binding protein Ble-MBL	C31	 pNDM1	GCF_024579775.1	Escherichia coli	41
NZ_CP102063.1	blaNDM-1	23134	23943	-	subclass B1 metallo-beta-lactamase NDM-1	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.0	100.0	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1	C31	 pNDM1	GCF_024579775.1	Escherichia coli	41
NZ_CP102078.1	aadA2	120588	121376	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001261740.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	cmlA1	121641	122897	+	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	419	419	100.0	100.0	419	WP_000095725.1	chloramphenicol efflux MFS transporter CmlA1	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	aadA1	122993	123781	+	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001206316.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	qacL	123954	124283	+	quaternary ammonium compound efflux SMR transporter QacL	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	EXACTX	110	110	100.0	100.0	110	WP_000800531.1	quaternary ammonium compound efflux SMR transporter QacL	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	sul3	125469	126257	-	sulfonamide-resistant dihydropteroate synthase Sul3	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	263	263	100.0	100.0	263	WP_000034420.1	sulfonamide-resistant dihydropteroate synthase Sul3	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	aac(3)-IVa	129148	129921	+	aminoglycoside N-acetyltransferase AAC(3)-IVa	core	AMR	AMR	AMINOGLYCOSIDE	APRAMYCIN/GENTAMICIN/TOBRAMYCIN	EXACTX	258	258	100.0	100.0	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IVa	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	aph(4)-Ia	130153	131175	+	aminoglycoside O-phosphotransferase APH(4)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	HYGROMYCIN	EXACTX	341	341	100.0	100.0	341	WP_000742814.1	aminoglycoside O-phosphotransferase APH(4)-Ia	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	aph(6)-Id	139117	139950	-	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	aph(3'')-Ib	139953	140777	-	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTX	275	275	100.0	99.64	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	toprJ1	142222	143652	-	multidrug efflux transporter outer membrane subunit TOprJ1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	477	477	100.0	100.0	477	WP_003152694.1	multidrug efflux transporter outer membrane subunit TOprJ1	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	tmexD1	143660	146791	-	multidrug efflux RND transporter permease subunit TMexD1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	1044	1044	100.0	100.0	1044	WP_118842627.1	multidrug efflux RND transporter permease subunit TMexD1	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	tmexC1	146810	147970	-	multidrug efflux RND transporter periplasmic adaptor subunit TMexC1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	387	387	100.0	100.0	387	WP_118842626.1	multidrug efflux RND transporter periplasmic adaptor subunit TMexC1	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	fosA3	184124	184537	-	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.0	100.0	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	blaTEM	185677	186417	+	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	247	286	86.36	100.0	247	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	blaCTX-M-55	187205	188077	-	extended-spectrum class A beta-lactamase CTX-M-55	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_015387340.1	extended-spectrum class A beta-lactamase CTX-M-55	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	mph(E)	190992	191873	-	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	msr(E)	191932	193404	-	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	aph(3'')-Ib	195757	196581	+	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102078.1	aph(6)-Id	196584	197417	+	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	5589	 p5589-CTX-M-55	GCF_024579815.1	Klebsiella pneumoniae	291
NZ_CP102079.1	mcr-8.1	16045	17739	+	phosphoethanolamine--lipid A transferase MCR-8.1	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	565	565	100.0	100.0	565	WP_114699275.1	phosphoethanolamine--lipid A transferase MCR-8.1	5589	 p5589-mcr-8	GCF_024579815.1	Klebsiella pneumoniae	138
NZ_CP102079.1	bleO	107629	108003	+	bleomycin binding protein	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	INTERNAL_STOP	125	134	93.28	94.4	125	WP_001242578.1	bleomycin binding protein	5589	 p5589-mcr-8	GCF_024579815.1	Klebsiella pneumoniae	138
NZ_CP102079.1	floR	113357	114568	+	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.0	100.0	404	WP_000214121.1	chloramphenicol/florfenicol efflux MFS transporter FloR	5589	 p5589-mcr-8	GCF_024579815.1	Klebsiella pneumoniae	138
NZ_CP102079.1	tet(A)	115174	116370	-	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)	5589	 p5589-mcr-8	GCF_024579815.1	Klebsiella pneumoniae	138
NZ_CP102079.1	mph(A)	118427	119329	+	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	301	301	100.0	100.0	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	5589	 p5589-mcr-8	GCF_024579815.1	Klebsiella pneumoniae	138
NZ_CP102079.1	sul1	123546	124382	-	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	5589	 p5589-mcr-8	GCF_024579815.1	Klebsiella pneumoniae	138
NZ_CP102079.1	qacE	124379	124585	-	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIALX	69	115	60.0	98.55	69	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	5589	 p5589-mcr-8	GCF_024579815.1	Klebsiella pneumoniae	138
